ID	Language_ID	Parameter_ID	Form	Value	Segments
mnc-682_happen-1	mnc	682_happen	tʰuʃampi	tušambi	tʰ u ʃ a m p i
mnc-200_grandmother-1	mnc	200_grandmother	mama	mama	m a m a
mnc-337_pouch-1	mnc	337_pouch	fulakʰt͡ʃan	fulakcan	f u l a kʰ tʃ a n
mnc-602_sometimes-2	mnc	602_sometimes	ɤmɤnt fɔntɤ	emend fonde	ɤ m ɤ n t + f ɔ n t ɤ
mnc-590_now-1	mnc	590_now	nɤ	ne	n ɤ
mnc-1002_forget-1	mnc	1002_forget	mɤlɤmpi	melembi	m ɤ l ɤ m p i
mnc-796_beafraid-1	mnc	796_beafraid	tʰukʰsimpi	tuksimbi	tʰ u kʰ s i m p i
mnc-931_shoot-1	mnc	931_shoot	tʰuwa	tuwa	tʰ u w a
mnc-442_mistake-1	mnc	442_mistake	ufarat͡ʃun	ufaracun	u f a r a tʃ u n
mnc-966_sew-1	mnc	966_sew	ifimpi	ifimbi	i f i m p i
mnc-565_former-2	mnc	565_former	nɤnɤxɤ	nenehe	n ɤ n ɤ x ɤ
mnc-548_clever-1	mnc	548_clever	sɤkʰtʰu	sektu	s ɤ kʰ tʰ u
mnc-794_grumble-1	mnc	794_grumble	d͡ʒɔŋ d͡ʒɔŋ sɤmɤ kaʃampi	jong jong seme gašambi	dʒ ɔ ŋ + dʒ ɔ ŋ + s ɤ m ɤ + k a ʃ a m p i
mnc-588_instantly-1	mnc	588_instantly	utʰxai	uthai	u tʰ x a i
mnc-268_side-1	mnc	268_side	ɤrki	ergi	ɤ r k i
mnc-459_summer-1	mnc	459_summer	d͡ʒuwari	juwari	dʒ u w a r i
mnc-687_set-1	mnc	687_set	tʰulɤmpi	tulembi	tʰ u l ɤ m p i
mnc-343_sack-1	mnc	343_sack	fulxʊ	fulhū	f u l x ʊ
mnc-496_round-1	mnc	496_round	muxɤlijɤn	muheliyen	m u x ɤ l i j ɤ n
mnc-900_give-1	mnc	900_give	fimɤmpi	fimembi	f i m ɤ m p i
mnc-86_drop-1	mnc	86_drop	saptan	sabdan	s a p t a n
mnc-831_leave-1	mnc	831_leave	ald͡ʒampi	aljambi	a l dʒ a m p i
mnc-700_freeze-1	mnc	700_freeze	pɤikuwɤrɤmpi	beiguwerembi	p ɤ i k u w ɤ r ɤ m p i
mnc-126_claw-2	mnc	126_claw	wasixa	wasiha	w a s i x a
mnc-437_violence-2	mnc	437_violence	ɤrkɤlɤn	ergelen	ɤ r k ɤ l ɤ n
mnc-103_shore-1	mnc	103_shore	talin	dalin	t a l i n
mnc-399_bridge-1	mnc	399_bridge	kʰijɔɔ	kiyoo	kʰ i j ɔ ɔ
mnc-949_hunt-1	mnc	949_hunt	tʰumpi	tumbi	tʰ u m p i
mnc-407_letter-1	mnc	407_letter	d͡ʒasikan	jasigan	dʒ a s i k a n
mnc-881_divide-2	mnc	881_divide	tɤntɤmpi	dendembi	t ɤ n t ɤ m p i
mnc-49_breath-3	mnc	49_breath	sukʰtun	sukdun	s u kʰ t u n
mnc-637_this-1	mnc	637_this	upa	uba	u p a
mnc-702_melt-2	mnc	702_melt	sɤmɤmpi	semembi	s ɤ m ɤ m p i
mnc-838_improve-2	mnc	838_improve	tasampi	dasambi	t a s a m p i
mnc-510_full-1	mnc	510_full	d͡ʒalu	jalu	dʒ a l u
mnc-61_wind-1	mnc	61_wind	ɤtun	edun	ɤ t u n
mnc-965_knit-1	mnc	965_knit	tʰɔpt͡ʃilampi	tobcilambi	tʰ ɔ p tʃ i l a m p i
mnc-14_chin-1	mnc	14_chin	sɤnt͡ʃɤxɤ	sencehe	s ɤ n tʃ ɤ x ɤ
mnc-122_horn-1	mnc	122_horn	lapa	laba	l a p a
mnc-895_tear-1	mnc	895_tear	fakʰt͡ʃampi	fakcambi	f a kʰ tʃ a m p i
mnc-252_companion-1	mnc	252_companion	xɔkʰi	hoki	x ɔ kʰ i
mnc-620_not-1	mnc	620_not	wakʰa	waka	w a kʰ a
mnc-65_ground-2	mnc	65_ground	falan	falan	f a l a n
mnc-369_knot-1	mnc	369_knot	mampʰin	mampin	m a m pʰ i n
mnc-842_bend-2	mnc	842_bend	kɔxɔrɔmpi	gohorombi	k ɔ x ɔ r ɔ m p i
mnc-831_leave-2	mnc	831_leave	multʰud͡ʒɤmpi	multujembi	m u l tʰ u dʒ ɤ m p i
mnc-438_fight-1	mnc	438_fight	afan	afan	a f a n
mnc-639_everything-1	mnc	639_everything	ɤlɤŋkɤ	elengge	ɤ l ɤ ŋ k ɤ
mnc-883_bring-1	mnc	883_bring	kad͡ʒimpi	gajimbi	k a dʒ i m p i
mnc-313_cradle-1	mnc	313_cradle	turi	duri	t u r i
mnc-525_white-1	mnc	525_white	ʃaŋkijan	šanggiyan	ʃ a ŋ k i j a n
mnc-364_wool-1	mnc	364_wool	d͡ʒafu	jafu	dʒ a f u
mnc-739_gettired-1	mnc	739_gettired	pantampi	bandambi	p a n t a m p i
mnc-71_light-1	mnc	71_light	fijan	fiyan	f i j a n
mnc-166_ant-1	mnc	166_ant	jɤruxuwɤ	yeruhuwe	j ɤ r u x u w ɤ
mnc-771_drive-1	mnc	771_drive	talimpi	dalimbi	t a l i m p i
mnc-970_wipe-2	mnc	970_wipe	mapulanpi	mabulanbi	m a p u l a n p i
mnc-50_hunger-1	mnc	50_hunger	ɔmixɔn	omihon	ɔ m i x ɔ n
mnc-118_birch-1	mnc	118_birch	fija	fiya	f i j a
mnc-820_open-2	mnc	820_open	nɤrkʰimpi	nerkimbi	n ɤ r kʰ i m p i
mnc-859_break-1	mnc	859_break	pid͡ʒampi	bijambi	p i dʒ a m p i
mnc-853_lick-1	mnc	853_lick	ilɤmpi	ilembi	i l ɤ m p i
mnc-44_bone-1	mnc	44_bone	xaixan	haihan	x a i x a n
mnc-799_escape-1	mnc	799_escape	ɔŋkʰimpi	ongkimbi	ɔ ŋ kʰ i m p i
mnc-536_deaf-1	mnc	536_deaf	tutʰu	dutu	t u tʰ u
mnc-501_beautiful-1	mnc	501_beautiful	ɔixɔri	oihori	ɔ i x ɔ r i
mnc-676_or-1	mnc	676_or	ɤit͡ʃi	eici	ɤ i tʃ i
mnc-956_milk-2	mnc	956_milk	sirimpi	sirimbi	s i r i m p i
mnc-760_rush-1	mnc	760_rush	amt͡ʃampi	amcambi	a m tʃ a m p i
mnc-1001_remember-1	mnc	1001_remember	ɤd͡ʒɤmpi	ejembi	ɤ dʒ ɤ m p i
mnc-619_everywhere-2	mnc	619_everywhere	papatɤ	babade	p a p a t ɤ
mnc-87_foam-1	mnc	87_foam	ɔpɔŋki	obonggi	ɔ p ɔ ŋ k i
mnc-194_woman-2	mnc	194_woman	sarkan	sargan	s a r k a n
mnc-659_seven-1	mnc	659_seven	natan	nadan	n a t a n
mnc-404_road-1	mnc	404_road	d͡ʒukʊn	jugūn	dʒ u k ʊ n
mnc-115_limb-1	mnc	115_limb	karkan	gargan	k a r k a n
mnc-797_beafraidof-1	mnc	797_beafraidof	kɤlɤmpi	gelembi	k ɤ l ɤ m p i
mnc-591_today-1	mnc	591_today	ɤnɤŋki	enenggi	ɤ n ɤ ŋ k i
mnc-952_herd-1	mnc	952_herd	atulampi	adulambi	a t u l a m p i
mnc-613_backward-1	mnc	613_backward	t͡ʃasxʊn	cashūn	tʃ a s x ʊ n
mnc-775_depart-2	mnc	775_depart	ald͡ʒampi	aljambi	a l dʒ a m p i
mnc-258_half-1	mnc	258_half	xɔntʰɔxɔ	hontoho	x ɔ n tʰ ɔ x ɔ
mnc-551_merry-1	mnc	551_merry	urkuntʰu	urguntu	u r k u n tʰ u
mnc-357_oil-1	mnc	357_oil	iɔ	io	i ɔ
mnc-804_listen-1	mnc	804_listen	tɔnd͡ʒimpi	donjimbi	t ɔ n dʒ i m p i
mnc-127_paw-1	mnc	127_paw	fatʰxa	fatha	f a tʰ x a
mnc-947_gather-3	mnc	947_gather	ikʰtʰampi	iktambi	i kʰ tʰ a m p i
mnc-184_filth-1	mnc	184_filth	tasixi	dasihi	t a s i x i
mnc-992_translate-1	mnc	992_translate	xafumpi	hafumbi	x a f u m p i
mnc-277_hole-2	mnc	277_hole	aŋka	angga	a ŋ k a
mnc-226_fairytale-2	mnc	226_fairytale	d͡ʒupɤn	juben	dʒ u p ɤ n
mnc-381_ribbon-2	mnc	381_ribbon	supɤxɤ	subehe	s u p ɤ x ɤ
mnc-849_hold-1	mnc	849_hold	tʰatʰampi	tatambi	tʰ a tʰ a m p i
mnc-552_gentle-1	mnc	552_gentle	nɤsukʰɤn	nesuken	n ɤ s u kʰ ɤ n
mnc-615_below-1	mnc	615_below	nuŋkari	nunggari	n u ŋ k a r i
mnc-612_forward-1	mnc	612_forward	d͡ʒulɤsi	julesi	dʒ u l ɤ s i
mnc-328_knife-1	mnc	328_knife	xuwɤsi	huwesi	x u w ɤ s i
mnc-54_sleep-1	mnc	54_sleep	amu	amu	a m u
mnc-638_that-1	mnc	638_that	tʰɤrɤ	tere	tʰ ɤ r ɤ
mnc-29_palm-1	mnc	29_palm	simxun xɤfɤli	simhun hefeli	s i m x u n + x ɤ f ɤ l i
mnc-808_seem-2	mnc	808_seem	tʰujɤmpumpi	tuyembumbi	tʰ u j ɤ m p u m p i
mnc-93_forest-1	mnc	93_forest	pud͡ʒan	bujan	p u dʒ a n
mnc-60_air-2	mnc	60_air	apkʰai sukʰtun	abkai sukdun	a p kʰ a i + s u kʰ t u n
mnc-939_disturb-1	mnc	939_disturb	nuŋnɤmpi	nungnembi	n u ŋ n ɤ m p i
mnc-390_towel-1	mnc	390_towel	fuŋkʰu	fungku	f u ŋ kʰ u
mnc-48_liver-1	mnc	48_liver	faxʊn	fahūn	f a x ʊ n
mnc-224_truth-1	mnc	224_truth	jaarkijan	yaargiyan	j a a r k i j a n
mnc-495_soft-4	mnc	495_soft	xaixʊŋka	haihūngga	x a i x ʊ ŋ k a
mnc-708_sink-2	mnc	708_sink	tʰuxɤmpi	tuhembi	tʰ u x ɤ m p i
mnc-632_under-2	mnc	632_under	warki	wargi	w a r k i
mnc-561_nastydire-3	mnc	561_nastydire	ɔjɔkʰi	oyoki	ɔ j ɔ kʰ i
mnc-669_sixty-1	mnc	669_sixty	nind͡ʒu	ninju	n i n dʒ u
mnc-363_leather-1	mnc	363_leather	sukʰʊ	sukū	s u kʰ ʊ
mnc-1005_calculate-1	mnc	1005_calculate	tɤmpi	dembi	t ɤ m p i
mnc-13_beard-1	mnc	13_beard	xʊsɤ	hūse	x ʊ s ɤ
mnc-757_walk-1	mnc	757_walk	fɤkʰsimpi	feksimbi	f ɤ kʰ s i m p i
mnc-884_add-2	mnc	884_add	nɔŋkimpi	nonggimbi	n ɔ ŋ k i m p i
mnc-235_word-1	mnc	235_word	kisun	gisun	k i s u n
mnc-347_meal-2	mnc	347_meal	fuŋsɤ	fungse	f u ŋ s ɤ
mnc-293_walk-1	mnc	293_walk	fɤlijɤn	feliyen	f ɤ l i j ɤ n
mnc-893_damage-1	mnc	893_damage	taʃurampi	dašurambi	t a ʃ u r a m p i
mnc-288_oar-1	mnc	288_oar	d͡ʒɔɔlikʰʊ	joolikū	dʒ ɔ ɔ l i kʰ ʊ
mnc-339_bag-1	mnc	339_bag	tɔpɔtʰɔn	doboton	t ɔ p ɔ tʰ ɔ n
mnc-138_pig-1	mnc	138_pig	ulkijan	ulgiyan	u l k i j a n
mnc-773_go-1	mnc	773_go	japumpi	yabumbi	j a p u m p i
mnc-55_dream-1	mnc	55_dream	tʰɔlkin	tolgin	tʰ ɔ l k i n
mnc-223_reason-2	mnc	223_reason	tʰurkun	turgun	tʰ u r k u n
mnc-292_load-1	mnc	292_load	at͡ʃin	acin	a tʃ i n
mnc-898_give-1	mnc	898_give	pumpi	bumbi	p u m p i
mnc-780_arrive-3	mnc	780_arrive	isind͡ʒimpi	isinjimbi	i s i n dʒ i m p i
mnc-296_south-1	mnc	296_south	d͡ʒulɤrki	julergi	dʒ u l ɤ r k i
mnc-569_rich-1	mnc	569_rich	pajan	bayan	p a j a n
mnc-52_flavour-1	mnc	52_flavour	amtʰan simtʰɤn	amtan simten	a m tʰ a n + s i m tʰ ɤ n
mnc-245_work-2	mnc	245_work	xʊta	hūda	x ʊ t a
mnc-506_fresh-1	mnc	506_fresh	it͡ʃɤ	ice	i tʃ ɤ
mnc-787_try-3	mnc	787_try	aŋkasimpi	anggasimbi	a ŋ k a s i m p i
mnc-933_annoy-1	mnc	933_annoy	nuŋnɤmpi	nungnembi	n u ŋ n ɤ m p i
mnc-111_root-1	mnc	111_root	ta	da	t a
mnc-569_rich-2	mnc	569_rich	patarakʰa	badaraka	p a t a r a kʰ a
mnc-785_lookfor-2	mnc	785_lookfor	suwɤlɤmpi	suwelembi	s u w ɤ l ɤ m p i
mnc-906_cover-2	mnc	906_cover	puxɤlijɤmpi	buheliyembi	p u x ɤ l i j ɤ m p i
mnc-51_tear-1	mnc	51_tear	xʊwad͡ʒampi	hūwajambi	x ʊ w a dʒ a m p i
mnc-723_roar-2	mnc	723_roar	kʊjampi	gūyambi	k ʊ j a m p i
mnc-857_tie-1	mnc	857_tie	xutʰxumpi	huthumbi	x u tʰ x u m p i
mnc-377_cap-2	mnc	377_cap	fulxutʰu	fulhutu	f u l x u tʰ u
mnc-697_burn-3	mnc	697_burn	xalampi	halambi	x a l a m p i
mnc-890_preserve-1	mnc	890_preserve	tʰakʰsimpi	taksimbi	tʰ a kʰ s i m p i
mnc-47_stomach-1	mnc	47_stomach	kuwɤd͡ʒixɤ	guwejihe	k u w ɤ dʒ i x ɤ
mnc-596_once-2	mnc	596_once	ɤmu mari	emu mari	ɤ m u + m a r i
mnc-823_place-2	mnc	823_place	sintampi	sindambi	s i n t a m p i
mnc-156_crane-1	mnc	156_crane	pulɤxɤn	bulehen	p u l ɤ x ɤ n
mnc-863_rub-2	mnc	863_rub	mɔnd͡ʒimpi	monjimbi	m ɔ n dʒ i m p i
mnc-845_turnturnaround-1	mnc	845_turnturnaround	fɔrɔmpi	forombi	f ɔ r ɔ m p i
mnc-367_thread-1	mnc	367_thread	sirɤn	siren	s i r ɤ n
mnc-5_tooth-1	mnc	5_tooth	wɤixɤ	weihe	w ɤ i x ɤ
mnc-330_net-1	mnc	330_net	xɤlmɤxɤn i aʃu	helmehen i ašu	x ɤ l m ɤ x ɤ n + i + a ʃ u
mnc-684_end-1	mnc	684_end	tupɤmpi	dubembi	t u p ɤ m p i
mnc-124_fur-1	mnc	124_fur	furtɤxɤ	furdehe	f u r t ɤ x ɤ
mnc-154_duck-1	mnc	154_duck	nijɤxɤ	niyehe	n i j ɤ x ɤ
mnc-318_door-1	mnc	318_door	ut͡ʃɤ	uce	u tʃ ɤ
mnc-23_bosom-2	mnc	23_bosom	xɤfɤlijɤn	hefeliyen	x ɤ f ɤ l i j ɤ n
mnc-855_tearoff-1	mnc	855_tearoff	tʰatumpi	tadumbi	tʰ a t u m p i
mnc-909_guide-3	mnc	909_guide	jarxʊtampi	yarhūdambi	j a r x ʊ t a m p i
mnc-137_sheep-1	mnc	137_sheep	xɔnin	honin	x ɔ n i n
mnc-821_close-1	mnc	821_close	kitampi	gidambi	k i t a m p i
mnc-263_gap-3	mnc	263_gap	funtʰuxu	funtuhu	f u n tʰ u x u
mnc-703_dry-2	mnc	703_dry	akʰijapumpi	akiyabumbi	a kʰ i j a p u m p i
mnc-408_book-1	mnc	408_book	pitʰxɤ	bithe	p i tʰ x ɤ
mnc-128_tail-1	mnc	128_tail	unt͡ʃɤxɤn	uncehen	u n tʃ ɤ x ɤ n
mnc-893_damage-2	mnc	893_damage	kʰɔkʰirampi	kokirambi	kʰ ɔ kʰ i r a m p i
mnc-561_nastydire-1	mnc	561_nastydire	t͡ʃaxi	cahi	tʃ a x i
mnc-918_visit-2	mnc	918_visit	ɤltɤmpumɤ ɤŋkɤlɤnɤmpi	eldembume enggelenembi	ɤ l t ɤ m p u m ɤ + ɤ ŋ k ɤ l ɤ n ɤ m p i
mnc-183_ash-1	mnc	183_ash	furanaxa	furanaha	f u r a n a x a
mnc-589_later-2	mnc	589_later	amaka inɤŋki	amaga inenggi	a m a k a + i n ɤ ŋ k i
mnc-1012_sell-1	mnc	1012_sell	unt͡ʃampi	uncambi	u n tʃ a m p i
mnc-846_raise-2	mnc	846_raise	wɤsimpumpi	wesimbumbi	w ɤ s i m p u m p i
mnc-816_finish-2	mnc	816_finish	wat͡ʃixijampi	wacihiyambi	w a tʃ i x i j a m p i
mnc-994_believe-1	mnc	994_believe	akʰtampi	akdambi	a kʰ t a m p i
mnc-520_bitter-1	mnc	520_bitter	kɔsixɔn	gosihon	k ɔ s i x ɔ n
mnc-609_there-2	mnc	609_there	tʰupatɤ	tubade	tʰ u p a t ɤ
mnc-842_bend-3	mnc	842_bend	pukʰtalampi	bukdalambi	p u kʰ t a l a m p i
mnc-951_catch-2	mnc	951_catch	kamampi	gamambi	k a m a m p i
mnc-388_pillow-1	mnc	388_pillow	t͡ʃirkʰʊ	cirkū	tʃ i r kʰ ʊ
mnc-874_drag-1	mnc	874_drag	uʃampi	ušambi	u ʃ a m p i
mnc-873_carry-1	mnc	873_carry	tʰukʰijɤmpi	tukiyembi	tʰ u kʰ i j ɤ m p i
mnc-549_skilful-1	mnc	549_skilful	fakʰsi	faksi	f a kʰ s i
mnc-368_button-1	mnc	368_button	tʰɔxɔn	tohon	tʰ ɔ x ɔ n
mnc-913_lead-1	mnc	913_lead	kamampi	gamambi	k a m a m p i
mnc-647_who-1	mnc	647_who	wɤ	we	w ɤ
mnc-820_open-1	mnc	820_open	nɤimpi	neimbi	n ɤ i m p i
mnc-589_later-1	mnc	589_later	amaka	amaga	a m a k a
mnc-428_wealth-1	mnc	428_wealth	ulin pajan	ulin bayan	u l i n + p a j a n
mnc-787_try-2	mnc	787_try	amtʰalampi	amtalambi	a m tʰ a l a m p i
mnc-861_hit-1	mnc	861_hit	kɔpimpi	gobimbi	k ɔ p i m p i
mnc-374_sleeve-1	mnc	374_sleeve	ulxi	ulhi	u l x i
mnc-18_nape-1	mnc	18_nape	mɤifɤn	meifen	m ɤ i f ɤ n
mnc-380_ring-1	mnc	380_ring	kuifun	guifun	k u i f u n
mnc-871_fill-1	mnc	871_fill	filxɤmpi	filhembi	f i l x ɤ m p i
mnc-548_clever-3	mnc	548_clever	kapsixijan	gabsihiyan	k a p s i x i j a n
mnc-300_board-1	mnc	300_board	sarxʊ	sarhū	s a r x ʊ
mnc-725_sound-1	mnc	725_sound	kuwɤmpi	guwembi	k u w ɤ m p i
mnc-841_bow-1	mnc	841_bow	musɤmpi	musembi	m u s ɤ m p i
mnc-74_fog-1	mnc	74_fog	tʰalman	talman	tʰ a l m a n
mnc-198_family-3	mnc	198_family	pɔikɔn aŋkala	boigon anggala	p ɔ i k ɔ n + a ŋ k a l a
mnc-9_face-1	mnc	9_face	t͡ʃira	cira	tʃ i r a
mnc-783_wait-1	mnc	783_wait	alijampi	aliyambi	a l i j a m p i
mnc-49_breath-2	mnc	49_breath	ɤrkɤn	ergen	ɤ r k ɤ n
mnc-69_spark-2	mnc	69_spark	jɔlɔŋki	yolonggi	j ɔ l ɔ ŋ k i
mnc-899_hand-3	mnc	899_hand	isind͡ʒimpi	isinjimbi	i s i n dʒ i m p i
mnc-730_shout-1	mnc	730_shout	surɤmpi	surembi	s u r ɤ m p i
mnc-307_house-2	mnc	307_house	ʊlɤn	ūlen	ʊ l ɤ n
mnc-255_sort-2	mnc	255_sort	sukʰtun	sukdun	s u kʰ t u n
mnc-807_feel-1	mnc	807_feel	puʃumpi	bušumbi	p u ʃ u m p i
mnc-356_butter-1	mnc	356_butter	sun nimɤŋki	sun nimenggi	s u n + n i m ɤ ŋ k i
mnc-133_flock-2	mnc	133_flock	fɤnixɤ	fenihe	f ɤ n i x ɤ
mnc-331_hook-1	mnc	331_hook	kɔxɔn	gohon	k ɔ x ɔ n
mnc-309_stove-1	mnc	309_stove	d͡ʒun	jun	dʒ u n
mnc-217_desire-2	mnc	217_desire	pujɤn	buyen	p u j ɤ n
mnc-366_needle-1	mnc	366_needle	ulmɤ	ulme	u l m ɤ
mnc-912_bringup-1	mnc	912_bringup	d͡ʒɔmpi	jombi	dʒ ɔ m p i
mnc-889_select-2	mnc	889_select	silkampi	silgambi	s i l k a m p i
mnc-548_clever-2	mnc	548_clever	ulxisu	ulhisu	u l x i s u
mnc-359_soup-1	mnc	359_soup	ʃasixan	šasihan	ʃ a s i x a n
mnc-361_milk-1	mnc	361_milk	xuxun	huhun	x u x u n
mnc-764_jump-3	mnc	764_jump	fɤkʰut͡ʃɤmpi	fekucembi	f ɤ kʰ u tʃ ɤ m p i
mnc-1006_read-1	mnc	1006_read	xʊlampi	hūlambi	x ʊ l a m p i
mnc-599_before-2	mnc	599_before	ɔŋkɔlɔ	onggolo	ɔ ŋ k ɔ l ɔ
mnc-384_strap-1	mnc	384_strap	d͡ʒɔɔlikʰʊ	joolikū	dʒ ɔ ɔ l i kʰ ʊ
mnc-698_smoke-2	mnc	698_smoke	faŋʃampi	fangšambi	f a ŋ ʃ a m p i
mnc-471_october-1	mnc	471_october	d͡ʒuwan pija	juwan biya	dʒ u w a n + p i j a
mnc-662_ten-1	mnc	662_ten	d͡ʒuwan	juwan	dʒ u w a n
mnc-827_cover-2	mnc	827_cover	puxɤlijɤmpi	buheliyembi	p u x ɤ l i j ɤ m p i
mnc-423_business-2	mnc	423_business	pʰusɤli	puseli	pʰ u s ɤ l i
mnc-915_let-3	mnc	915_let	ukʰsalampi	uksalambi	u kʰ s a l a m p i
mnc-547_stingy-1	mnc	547_stingy	puʃuxʊn	bušuhūn	p u ʃ u x ʊ n
mnc-754_standup-1	mnc	754_standup	ikʰʊrulampi	ikūrulambi	i kʰ ʊ r u l a m p i
mnc-88_dirt-2	mnc	88_dirt	fɔŋsɔn	fongson	f ɔ ŋ s ɔ n
mnc-798_flee-1	mnc	798_flee	purulampi	burulambi	p u r u l a m p i
mnc-741_sleep-1	mnc	741_sleep	amkampi	amgambi	a m k a m p i
mnc-26_arm-1	mnc	26_arm	kala	gala	k a l a
mnc-245_work-1	mnc	245_work	paitʰa	baita	p a i tʰ a
mnc-894_break-2	mnc	894_break	t͡ʃɔkʰ t͡ʃakʰ sɤmpi	cok cak sembi	tʃ ɔ kʰ + tʃ a kʰ + s ɤ m p i
mnc-990_call-1	mnc	990_call	kʰait͡ʃampi	kaicambi	kʰ a i tʃ a m p i
mnc-882_send-1	mnc	882_send	pɤnɤmpi	benembi	p ɤ n ɤ m p i
mnc-483_long-1	mnc	483_long	kɔlmin	golmin	k ɔ l m i n
mnc-489_thin-1	mnc	489_thin	narxʊn	narhūn	n a r x ʊ n
mnc-967_dye-1	mnc	967_dye	it͡ʃɤmpi	icembi	i tʃ ɤ m p i
mnc-21_belly-1	mnc	21_belly	xɤfɤli	hefeli	x ɤ f ɤ l i
mnc-922_sing-2	mnc	922_sing	jaŋkʰʊŋkalampi	yangkūnggalambi	j a ŋ kʰ ʊ ŋ k a l a m p i
mnc-38_leg-1	mnc	38_leg	pɤtʰxɤ	bethe	p ɤ tʰ x ɤ
mnc-832_lose-1	mnc	832_lose	ald͡ʒampi	aljambi	a l dʒ a m p i
mnc-661_nine-1	mnc	661_nine	ujun	uyun	u j u n
mnc-486_narrow-1	mnc	486_narrow	isxɤlijɤn	isheliyen	i s x ɤ l i j ɤ n
mnc-897_burn-2	mnc	897_burn	tɤkʰd͡ʒimpi	dekjimbi	t ɤ kʰ dʒ i m p i
mnc-712_dropdescend-1	mnc	712_dropdescend	ɤjɤmpi	eyembi	ɤ j ɤ m p i
mnc-698_smoke-1	mnc	698_smoke	ɔmimpi	omimbi	ɔ m i m p i
mnc-953_drive-2	mnc	953_drive	pɔʃɔmpi	bošombi	p ɔ ʃ ɔ m p i
mnc-561_nastydire-2	mnc	561_nastydire	tɤlfɤri	delferi	t ɤ l f ɤ r i
mnc-696_fall-1	mnc	696_fall	tʰuxɤmpi	tuhembi	tʰ u x ɤ m p i
mnc-309_stove-2	mnc	309_stove	lutz	ludz	l u t z
mnc-948_pick-1	mnc	948_pick	fitʰxɤmpi	fithembi	f i tʰ x ɤ m p i
mnc-178_peelhusk-2	mnc	178_peelhusk	nɔtʰxɔ	notho	n ɔ tʰ x ɔ
mnc-807_feel-2	mnc	807_feel	sɤrɤpumpi	serebumbi	s ɤ r ɤ p u m p i
mnc-59_star-1	mnc	59_star	usixa	usiha	u s i x a
mnc-923_dance-1	mnc	923_dance	makʰsimpi	maksimbi	m a kʰ s i m p i
mnc-206_brother-1	mnc	206_brother	axʊn	ahūn	a x ʊ n
mnc-604_always-1	mnc	604_always	urui	urui	u r u i
mnc-220_memory-1	mnc	220_memory	d͡ʒɔn	jon	dʒ ɔ n
mnc-835_produce-1	mnc	835_produce	xɤrɤmpi	herembi	x ɤ r ɤ m p i
mnc-379_boot-1	mnc	379_boot	kʊlxa	gūlha	k ʊ l x a
mnc-834_make-1	mnc	834_make	ɔmpi	ombi	ɔ m p i
mnc-35_heel-1	mnc	35_heel	kujɤ	guye	k u j ɤ
mnc-991_brag-2	mnc	991_brag	kʰʊwasatampi	kūwasadambi	kʰ ʊ w a s a t a m p i
mnc-553_hungry-1	mnc	553_hungry	urunɤmpi	urunembi	u r u n ɤ m p i
mnc-894_break-1	mnc	894_break	fitʰxɤmpi	fithembi	f i tʰ x ɤ m p i
mnc-748_cough-2	mnc	748_cough	kʰɤŋsimpi	kengsimbi	kʰ ɤ ŋ s i m p i
mnc-980_decorate-1	mnc	980_decorate	pitʰumpi	bitumbi	p i tʰ u m p i
mnc-453_evening-1	mnc	453_evening	jamd͡ʒi	yamji	j a m dʒ i
mnc-646_what-1	mnc	646_what	ai	ai	a i
mnc-674_athousand-1	mnc	674_athousand	miŋkan	minggan	m i ŋ k a n
mnc-788_prepare-1	mnc	788_prepare	pɤlxɤmpi	belhembi	p ɤ l x ɤ m p i
mnc-310_floor-1	mnc	310_floor	falan	falan	f a l a n
mnc-135_bull-1	mnc	135_bull	ixan	ihan	i x a n
mnc-423_business-1	mnc	423_business	xʊta	hūda	x ʊ t a
mnc-211_wife-1	mnc	211_wife	urun	urun	u r u n
mnc-41_blood-1	mnc	41_blood	sɤŋki	senggi	s ɤ ŋ k i
mnc-113_trunk-3	mnc	113_trunk	xitʰxɤn	hithen	x i tʰ x ɤ n
mnc-12_moustache-1	mnc	12_moustache	ʃuŋkʰulu	šungkulu	ʃ u ŋ kʰ u l u
mnc-499_blunt-2	mnc	499_blunt	mufujɤn	mufuyen	m u f u j ɤ n
mnc-286_row-3	mnc	286_row	d͡ʒurkan	jurgan	dʒ u r k a n
mnc-112_tree-1	mnc	112_tree	mɔɔ	moo	m ɔ ɔ
mnc-831_leave-3	mnc	831_leave	ukʰsalampi	uksalambi	u kʰ s a l a m p i
mnc-261_line-1	mnc	261_line	futʰa	futa	f u tʰ a
mnc-72_shadow-1	mnc	72_shadow	xɤlmɤn	helmen	x ɤ l m ɤ n
mnc-319_gate-1	mnc	319_gate	tukʰa	duka	t u kʰ a
mnc-194_woman-1	mnc	194_woman	xɤxɤ	hehe	x ɤ x ɤ
mnc-370_paint-2	mnc	370_paint	iɔ	io	i ɔ
mnc-975_wash-1	mnc	975_wash	ɔpɔmpi	obombi	ɔ p ɔ m p i
mnc-716_grow-2	mnc	716_grow	mutʰumpi	mutumbi	m u tʰ u m p i
mnc-192_human-1	mnc	192_human	nijalma	niyalma	n i j a l m a
mnc-734_beborn-1	mnc	734_beborn	pand͡ʒimpi	banjimbi	p a n dʒ i m p i
mnc-7_lip-1	mnc	7_lip	fɤmɤn	femen	f ɤ m ɤ n
